image_id,type,brightness,contrast,faces_haar,faces_lbp,faces_hog,coins_hough,coins_watershed,coins_contours,total_contour_area,count
39e8bed46701c731f44d8d834eb8f0f1c4b1d91f,faces,163.6,68.94,2,2,2,277,1,45,52848.5,3
68b9a91b36c54cdc1f7cae837ba7abb4d575e096,faces,133.9,76.22,5,4,4,368,1,21,10605.0,4
45e299a0b794f4d1acf74812934ffd651b3ad37a,coins,65.46,62.09,5,0,0,110,3,0,0.0,12
f06f560ecf130a62a98688ba991ecceea3515860,faces,113.45,70.38,9,6,7,392,1,8,2128.0,13
34d089d12ef08ba894a2ad67ae754d557e2ba1a3,faces,152.48,76.46,2,2,3,288,3,10,13293.0,3
73d453b222ab728daf0e5d84f28a62a4f4d339ff,faces,121.27,81.92,3,1,4,385,5,12,3632.5,4
dec79f2b1a3efbdcf9143f82fb77bb921fb514b2,coins,202.81,58.99,0,0,0,90,1,2,49099.0,2
31505a593782418a58758c28d9c9351026d7e38a,coins,116.2,36.85,0,0,0,45,1,2,16727.5,3
29ec22637ecbe14c03edb235861ad3bd98b1b0fc,faces,69.94,63.57,1,1,3,399,9,6,1776.5,6
85d5402ac06a46b2887b365f8ffdbfa7b9e0ea07,faces,134.68,85.04,4,0,2,357,15,2,2119.5,10
ca06105f39c76485173a2011450fc553d0a0b86d,faces,71.05,75.54,2,3,5,401,5,5,1790.5,15
a4d3f3a8aaa887e27665b64a05bc78ef8fda8c33,faces,78.1,60.49,4,2,3,330,7,5,2732.5,3
5261f58b77224f8116d2a8b8c718bb19d876fc90,coins,173.64,84.23,0,0,0,96,29,2,33388.5,10
c14ee9c2bf569c6b144125dd74864cf70d38601a,coins,127.83,61.7,0,1,0,114,4,0,0.0,28
a120898a1e5998de8ea21a1bd1720166da6b607b,coins,106.33,47.9,1,0,0,119,14,0,0.0,1
d80129d69156dd7d0fac0263b6d0221d76331de0,faces,97.69,68.65,2,2,4,371,2,11,2277.5,9
cd1dd8e7ccbf3a917894c1dac65674bfd84498fa,coins,206.47,41.64,0,0,0,111,5,6,43249.0,6
d5cc29dcd9c6ea689ede8fc0be8533270f6255b7,faces,109.44,68.46,4,2,3,400,11,17,6428.0,3
d6808ec52f17029f331608c2e2b7bda0811f54b4,faces,82.75,60.31,1,1,2,327,5,2,573.0,2
148cdf3f4b42a32f5627969f5523e65fa3a73aeb,faces,96.95,58.98,1,0,4,413,8,8,4040.0,7
e3754d1e76709b637900a3c6c0857c812bf265c3,faces,108.52,64.33,2,1,4,389,4,7,1160.5,3
bb913b76adb99814fc8d6eab31fe027c7db60eeb,faces,145.77,67.05,4,3,4,403,4,17,4848.0,4
2d13abfbf2b02eddc564423a5ca9fa6656247a96,coins,188.74,63.55,0,0,0,91,17,1,47126.5,3
017fca5fddcf734d807e9e59343ec90e729554f2,faces,126.53,61.46,2,1,1,245,2,20,68415.0,4
4ad370a53ac84ffc3f7894788d98ad2b7c0bc4a3,faces,146.64,74.99,4,2,4,365,6,5,5024.0,4
5a8140e378f555bdb8918b3414c8e0df2befa0e1,faces,108.53,78.95,1,0,4,423,20,12,2660.0,5
6da07844b3b7951be256a088cab804f44fdbb437,faces,149.92,76.79,2,2,2,379,3,9,9446.0,2
009e8cb87900549aedbfb5fb532efcae02c41f65,coins,115.37,64.75,0,0,0,25,1,1,6963.0,1
563ac5b8f3a3d98d50f3c63fef7fa18252058ba6,faces,177.29,64.05,0,0,0,350,4,16,26083.0,2
2f595ebd1ecba80bc7c0f71579256939ba3050f6,faces,143.77,52.0,2,2,2,309,1,14,9297.0,2
c9e505b04204a6cb3bbd85d708c78da08c0ea643,faces,105.36,58.47,3,1,4,358,8,16,11073.0,4
e9dd47202582b926c3328bf9653e18d2a59a652f,faces,81.92,42.62,1,0,2,303,5,11,13421.5,2
e7373be0f55d6669ba3d7bafc4e8301698731ecc,faces,150.27,80.81,1,0,0,280,1,0,0.0,2
8dfb12e5210822b46e534760ec1dfa06ea765b79,faces,129.14,55.76,1,0,1,382,1,19,11136.0,3
fe28baaa8472b09fe34060193427bc19cc439222,faces,144.79,66.45,2,1,5,357,8,2,527.5,5
cfb770319eefddce83c5c5ba51830bac71b4d5bf,coins,207.82,51.57,1,0,0,105,2,1,38136.5,8
f0a6934479fcb1b211c7fb2e96374338666965c0,faces,124.82,75.43,3,3,3,339,1,8,3685.0,3
23b11ed650c9b0cecb8f45c77557e02df1aebc37,faces,60.94,56.07,2,2,2,397,10,8,2356.5,7
fd9629fa7f6ea68d7ba6cf057875fe64a2d75b2d,faces,122.18,55.63,2,2,4,411,4,2,643.5,5
79603d4608cfece9d19763a71f8b6ce621dc5923,coins,198.64,52.65,0,0,0,99,16,2,33158.5,2
04eccdac8486d9cbbf033f668ff34c4369b5615c,faces,77.31,54.91,5,3,2,196,3,34,39312.0,8
c7e39eccc309484e77ecb04e6f0b79fff26b4893,faces,184.49,53.56,1,1,1,278,6,22,64146.5,5
8ff66392d6fd2566437fed0eb0ee82ad87143db8,faces,177.9,74.54,1,1,1,276,5,3,510.5,4
54788b416fcec5fa56bdd8685abc907b3e589126,coins,203.61,59.39,0,0,0,99,4,1,34841.5,2
67b98889f1ffbe72141f96b6facb9e192ce79ef1,coins,109.47,71.74,0,0,0,107,9,0,0.0,4
dfed87b504f3c8886832c7560690622be08e9fd4,faces,95.06,65.65,0,0,1,389,1,8,5307.0,3
b3a0231ac5a175c1a47cc61e834393cb1b622743,faces,163.79,57.04,0,1,0,376,3,18,8841.5,6
42645fed912d2e713b9453af4f03779f8a0c167e,faces,135.08,81.24,3,3,3,392,2,10,2104.0,3
c7f0985d1ece00ca80afdf9627b1ef4828f61559,faces,152.43,64.6,5,4,6,410,10,18,15779.0,7
460ca7f1fe6d8665ac381b5668d739d85431168b,faces,132.19,56.44,4,4,6,317,3,4,749.0,6
38f5bc5fd615a436d058b22835260c1ba3254792,faces,129.76,55.69,0,0,0,437,16,2,218.0,2
ae0701db1c849ab9f1d15af5c36d62288509b394,faces,159.98,82.42,2,2,4,342,4,19,3674.5,5
b2fca58d140d93d01c54384a37bae6f977ef050a,coins,158.5,95.7,0,0,0,94,3,0,0.0,1
439bf7ed048351758b9656bb4ec71cdaf708a9dc,faces,131.09,83.51,2,1,0,343,3,10,22342.5,5
3fbd96898ebb1688efdbc50c4c6fa92752ee94c8,faces,134.88,66.68,3,1,3,363,4,17,8326.5,4
e3787a33bdfdea13d97efa98d04e3862d10bdcfd,faces,87.31,74.74,7,5,7,398,5,9,2550.5,9
4afa5d34b03ea9ef64182e79fbec032a01b0592a,faces,150.29,64.63,5,5,4,378,5,14,8901.5,5
f05ee04b40ef927d9ce73b404f80581cfb4e79af,coins,108.19,60.34,0,0,0,112,7,3,43313.0,6
a12582128ad95b46d5f89607552d74950345a4ed,faces,116.49,91.0,8,6,6,399,1,12,4130.0,6
a9ef64d6feefc8ee48c696ba4ab3350a0377f601,faces,134.23,61.56,3,3,3,398,12,21,10723.0,3
670dd394a0feaf826c09b8c13c0edd22c1191432,faces,145.66,83.91,2,2,2,387,5,8,1690.5,6
9093a16396f8e0324f31c5f1f92b512acd86d503,faces,149.76,83.92,3,1,2,346,15,11,10914.0,3
935e77eaa514bca273732fdda76ee089ae130fff,faces,42.19,47.27,3,1,2,350,10,20,17397.0,4
18c1021a223b15e491afe132b05467e95b5fe07c,faces,211.2,51.67,5,3,4,326,15,9,2156.0,4
fe1ec513a674b6fd5d9651ca5a842c297e5ed0c7,faces,154.39,68.48,1,0,1,374,6,22,13102.5,3
2e2d1d54ccb7613b255847de45dc24e07476ec67,faces,107.1,62.82,4,4,5,375,10,7,3096.5,5
d56dbe34c4529ab36ce0f7900bf13bff403739a4,faces,189.93,65.75,0,0,0,360,5,9,2251.5,5
81f482a1efeb4c7bb830eb60b6d1d02e4c93b27d,faces,169.13,80.11,2,2,3,322,3,13,7188.0,5
3c01a4dccfc00a14e257d0604552cd9efd1a7b58,coins,162.86,61.24,0,0,0,107,12,6,49469.5,10
66d6a3f11ba7929d011e0edf750a60304ea5be93,faces,134.29,65.94,4,2,3,397,3,9,3430.5,4
c66c04b901fb8ff6209a284090d4350a1baec1c4,faces,121.63,77.68,2,2,2,377,8,25,34222.5,3
9da9add997f7b8d868e1b415723847a601f7df87,faces,133.36,72.2,4,1,2,250,1,24,56258.5,9
b62ba0cebe22d5acea7e51c608b9213b69da90ef,faces,70.49,62.42,2,1,3,272,4,12,49717.0,3
f9b465751e04b6605908941d2a6253e1692f7425,faces,141.34,69.38,1,1,0,361,3,15,3395.0,4
05bc3db5779ac9894f8892ee662b4de6c072f270,faces,123.55,57.89,1,2,2,375,6,24,16598.5,2
e9b1faf1a71e2e3746017c7616ed699c79d43f9a,faces,191.04,55.17,3,2,2,282,4,17,12264.5,3
63a6e9ef70d0b49c71722a747a0922bfa2f5a1bc,faces,159.66,70.27,2,2,1,365,6,12,56312.5,2
939fb80d341e9ff0246282e1821374e4052d931b,faces,138.46,64.18,5,2,4,371,6,16,12085.0,4
f70c578e4abb50bbb30f829df8e6fc2aace11f29,faces,118.11,68.49,3,1,2,363,6,15,7472.0,4
10d9fd992b13d6448daa3ed66e6ad4bd4ba73785,faces,168.54,64.25,1,1,1,287,9,8,2304.0,7
754e93f4a8f95bf19a00fb95ddd5016efd0f0fa2,faces,100.83,64.83,5,3,3,364,8,16,6028.5,5
d4b021a903fbf9bcc2dea9d5552a73e1eeb4c282,faces,123.41,70.88,4,2,3,333,3,14,5945.5,3
5e815f579326fbdeade5464840bfa3d24d544ddd,faces,85.51,72.74,4,5,4,405,9,6,1862.0,5
41999bec6d54ed2014aadb2215a9656f69ff8578,faces,151.25,62.51,0,0,1,251,2,13,41685.0,3
9ca9296a4086ba1ece162a1024593c63671b1920,faces,115.51,70.84,4,3,5,355,7,10,7493.0,4
bb84039718ebfad12722042384bea900398ee587,faces,155.79,75.07,2,1,4,346,12,21,18894.5,4
aa6c3496021ca0a043574b9a62bd343e1b5635b3,faces,87.18,71.93,1,0,1,406,6,4,689.5,1
6b804d015aae267ae0e6f9fc7ca2a0eb9333c9ad,faces,182.79,78.04,4,2,5,330,3,15,12804.0,5
fc3c9547829afd82cf35492a829d70b504640922,faces,154.28,68.55,2,1,3,392,5,20,16900.0,3
6eb45819e49d75c9063cfbe379e631030e33bc8e,faces,171.77,101.03,4,1,5,319,11,1,23589.5,5
a72f5f9c0c21d719fb7c5e4afbf76dc5051ede7e,faces,119.34,71.53,2,1,2,403,12,7,2289.5,2
201384b665b409fd98b3edeb175e405c3846fe98,faces,152.76,64.62,5,4,5,388,10,14,4212.0,13
eb1de596e426a5f49b47924f3babc39060ea2691,faces,103.72,65.19,4,2,5,363,3,6,2245.5,5
6ab8bb5871960dbc8b063d1cb6c52668dfc318cb,coins,188.56,67.33,1,1,1,101,11,0,0.0,1
b41e41e362026532222153f4bdb43d3bc3e939c2,faces,171.77,59.54,4,4,5,386,4,29,19923.0,5
3f35a5ada6e6658f1262b222039e737e4318288f,faces,163.02,72.08,1,1,2,333,7,10,2181.5,2
064def99ae4470acd34464c2319bae89e6f7cfb7,faces,120.47,72.99,2,1,2,415,3,7,2870.0,4
81cb7fbc4bd4142abfe95603cced16fbcb2e2140,coins,123.65,43.39,0,0,0,91,3,4,34140.0,8
270d46a8101475191d4971c78230a8af7aca092e,faces,174.05,71.38,4,3,3,286,2,28,15719.0,7
b075fe6bf286482b1bf749470bd50f719d5f31a2,faces,122.75,64.65,1,2,3,401,12,30,23215.5,3
f5adef8fc1f764f43cf6c3ea9c5d6e3906ccd941,faces,98.13,74.87,0,0,4,349,1,13,2682.5,4
5193a160cc4829dc808177d0f6f74008a4b6793d,faces,137.19,72.05,2,1,3,399,7,21,71533.0,3
42bae8cd4c9021483d92a822282e8f250a5b6a62,faces,123.44,62.47,0,0,1,377,3,10,30826.5,3
d9d53ffec68e304ebb92552d8a2eb0ac9a74ef13,faces,181.86,54.78,2,2,5,307,11,14,10966.0,6
ab1d50d870a6b2e738ec86f146405e887568f7cc,faces,159.21,77.91,0,0,0,340,12,1,434.5,3
a65083c46248e7dada0802aa53210afc3ffff51b,faces,158.06,73.86,2,2,2,313,3,38,10165.0,2
7a819a0eb5ea34d6713c228123bc7dc7c4600578,faces,153.57,70.03,2,2,2,336,6,10,2394.0,2
b2b80b3880789f0fdbb49cf1857771e767f5bad0,coins,206.17,42.85,0,1,1,114,12,0,0.0,23
d90e820555d9cf437f930e3bfda944fa6fae743e,coins,202.9,60.87,0,0,0,96,7,1,34856.5,2
6e986e52061f67bcf786fd1a522754d6d3220d41,faces,152.51,57.08,1,1,2,415,2,8,2090.0,2
87ec8fa25f25825e4751ba3e4934659632cc4d6f,faces,145.35,47.37,1,1,2,242,2,13,44214.5,2
5dae530181eb3526ec4ccfb0cfae969118275457,coins,204.97,43.31,0,0,0,115,40,1,41602.5,1
341abf1af65b6a626e5a5bd3d110eb5d67cd67e3,faces,70.13,42.97,0,0,0,328,2,11,8928.0,3
0cb452d166fa93c353c5bca82c2d352367c7bc24,coins,135.47,53.66,0,0,0,111,2,4,2119.0,1
96a50c9d5fdfe566a2f382187535b4aed59d299c,faces,100.84,52.29,2,1,2,408,5,8,5357.0,4
8ac36b0b6120fc0736da07ee770309b0b5e1b3e7,faces,117.71,60.01,2,0,0,395,5,12,15687.5,5
07be2a722f1d13012e85578a269ac8e2979e4090,faces,136.44,75.43,4,3,6,395,10,6,2942.0,7
45669afdc54052f755154322c10e98de912aa81a,faces,76.03,72.78,3,2,1,407,6,7,3351.0,7
90cdfc8c374411da58519ce362af7c4d312c9cfd,faces,101.72,78.86,1,1,2,363,3,4,13659.5,3
ce61cea178672701fbf6c95b2009144543cc7a13,faces,96.62,72.67,3,2,4,346,2,13,3341.0,5
0e99e8401eabcc338541129448595cfcdb7b9c0f,faces,101.92,53.86,2,2,2,359,1,30,69177.0,2
a9dc4622139121273db848bef9c4bea9f171b907,faces,164.62,71.51,0,0,0,380,3,27,8772.5,1
b463e4dac7642bdb6998b2d2b785abaa9ac1501a,faces,176.41,90.67,1,1,5,292,5,9,32918.5,6
1c4c7d28bbb08e3d05423a0693adc97b11c6f57a,coins,98.13,54.51,0,0,0,117,7,0,0.0,8
b81d9a084443932d8158ed777339439c8c9e4251,faces,143.97,68.15,4,3,4,378,6,20,12541.5,7
668259ff0111123c8394177cff59388412fb1bee,faces,145.07,70.79,0,0,0,311,7,13,22157.0,3
413fd39d626b5676b22f93981e53e973f59ca5c4,faces,46.81,46.38,3,2,3,232,4,11,13413.0,3
edad176818afefb03ec3059630e0a77aaddccfb7,faces,129.89,73.7,3,2,3,313,5,9,4492.5,3
9b2e0d878c628e41b0bb48cc1746d7ae9f6a02d5,faces,89.29,55.97,3,2,4,371,5,15,3770.0,4
4a08012d14b0d37a1b77b56337adcacdc5c6bd0a,faces,168.1,58.97,0,0,1,359,13,17,16629.0,1
1b32d5687be9e423d7694b28c627d3be93edd5a9,faces,108.26,60.37,5,2,4,381,4,14,3746.0,4
cadaf9fca70f3b2c065b1d0478b761b2b36a56e5,faces,195.06,63.03,2,2,2,246,3,8,18602.0,2
cda18944c57650d1fe15d433e60b0f31167d1fe3,faces,174.11,46.85,1,1,2,273,1,21,4830.5,2
74a0e8c17c72b9dccbc61389e53899066a384ee3,coins,223.29,52.52,1,0,0,73,11,2,22055.5,2
51390b7cebcf0f9aab3b3aff557c5f96ab1aa099,faces,130.96,75.87,1,1,3,325,3,18,16185.0,3
4d709bdb46d6a97c28622ee1471611bc5f1d12fc,faces,142.55,63.87,2,1,2,346,2,18,11687.5,2
7c78a7c8d49252c678b61241aade51ddbcdf1c87,faces,129.96,72.67,6,2,5,391,6,9,4921.5,5
d1532c2c66c45653cfcc710382b9c0df59a5c7bd,faces,151.03,73.96,3,0,4,362,5,6,13443.0,4
a1e6d5afb7a8ec0e3f7405a7b85d0b027e72dc0f,faces,106.55,69.03,4,2,3,344,3,20,9489.0,3
2388ea6f54492ec2b997023e83c6ef6d12ab6559,faces,167.64,54.93,0,0,0,370,8,19,5711.5,3
593de0ba960be77ba029afdc623517ed181a69ae,faces,143.63,64.85,2,3,4,365,5,14,3560.0,4
2352c14912b4fe667a8eb71bf9241ce4885f5685,coins,92.12,35.29,0,0,0,48,4,1,49664.0,1
61296875b0bef3e7157374103fbfb32b7875a840,coins,145.19,60.65,0,0,0,91,3,6,15974.5,2
dda78394f4866ea873118f5a53862c820cd0d0e8,faces,83.77,69.31,4,4,4,374,3,10,6655.5,4
cd8813fac3faa156554538fdbcf2bc5c34f31f1d,faces,125.49,62.62,2,1,3,392,5,17,5642.0,3
3234b04a8be81f2cc39f4de2a12832cffd108936,coins,178.68,44.69,0,0,0,106,13,0,0.0,1
5fbd5fbde6b8c2347c4cd7c8e7edcce929ce0b16,faces,67.98,44.44,1,1,2,239,9,18,6964.5,2
d04ff61c53f01895551de24c51ea58c45283adca,coins,214.29,29.53,0,0,0,49,2,1,23010.5,3
3bbf3f70a740e84d536be0314c2708921ef671e1,faces,135.5,47.04,2,1,4,417,20,11,3882.0,6
7592d1eb98d6a578ba4778117dd2442f12bd8aa4,coins,123.6,57.94,0,0,0,119,3,2,573.0,1
9689411f0378929b76eba46c85f53b9d40edaace,faces,182.34,75.55,3,3,5,255,1,7,1685.0,5
9800c5b230456e8aa96f2acdde4dcc6ff85b427a,faces,172.65,70.34,4,3,4,377,2,12,5173.0,4
038a46ef193843bfe84e676fae2ec4606ca62709,faces,142.04,63.98,2,1,2,360,5,4,2464.0,4
e9b93584320ae92d918b63a64d43410cba8dfd0a,coins,163.06,56.89,0,0,0,120,14,0,0.0,1
a22f5b91715eddf496e1ba6da436deccda9ae5ae,faces,143.11,66.98,2,1,3,329,4,16,6965.0,3
964fbe0b4f092100d09304541214ee44a0dfd076,faces,142.13,70.09,0,0,0,409,5,45,13523.0,3
8d2cd6508779d70ec61059502c5d55fe246b08b1,faces,120.47,68.47,5,3,2,271,8,15,10079.5,6
f38a8cbb8711f89e5aa4964c3e97af13541a4c69,coins,157.9,40.87,0,0,0,102,3,1,39076.0,5
0d8ea3827ffeb31879dba88ca856fa64e69abe8d,faces,152.19,60.89,0,0,1,386,4,4,789.5,7
03138d0b9a398cf294429054c3ee5e68ba8b4288,faces,140.23,72.68,2,2,2,339,4,14,10731.0,2
befb31c19cdc5305e0aec585bcb717ec9733a36b,coins,201.27,80.85,0,0,0,97,6,0,0.0,4
f9f765c4a099cb48c246520ac711c1165d752d5b,faces,183.24,50.46,0,0,1,295,12,16,10468.5,4
a2af4f6c9ebc182f6cd4ebf6af83f174222900cb,faces,177.56,64.46,3,1,1,298,2,13,54381.0,3
bf62205e3bec65c0a2c3b1693438d38438d92efe,faces,128.6,58.41,4,3,4,394,5,5,32040.0,4
1fc5823c99cd7814a38cce0d3c45e740620bf0a9,faces,154.27,65.58,1,0,1,322,2,10,5515.0,3
eaf6224023db756f5611b7f71453daaa94b16d38,faces,70.5,68.16,5,5,5,376,4,14,8304.0,5
2b0d2187972dec11da204708ffc4098c69a013f5,faces,168.23,60.85,0,0,1,287,5,29,12158.0,2
220e79b32bf00b3a51fe16a1e4e170b6fed6f4dd,faces,167.1,62.79,0,0,1,319,2,12,9028.5,5
7737140cf9ddad36121134545547b0debb308ee0,faces,194.69,73.09,5,4,4,302,5,4,749.0,4
32aab0063e25cf7a28b1d7798d55bdb74b814de1,coins,142.9,77.11,0,0,0,124,12,0,0.0,1
4f90785981f5a3ac96670809ae57d88e41eafe0c,faces,67.68,39.07,0,0,0,120,7,6,6797.5,2
a1542551bbf195ec83ff26ab808c0a943a630449,faces,103.85,78.71,0,1,0,394,3,10,3804.0,3
0d24da11d22c30a52b6809aef35d8c6579860dcf,faces,48.41,34.78,0,0,0,206,2,23,40364.0,2
ce3302578ab7516073b3a7ec6ada489d2fb3165a,faces,117.78,89.66,3,2,4,396,5,6,4357.0,4
4b0e33775a84b40e22f1c16169737125df235cd5,coins,205.98,37.76,0,0,0,94,17,2,45225.0,2
f625ba75912f8ca0925b27304c0905828a72727c,faces,138.27,64.92,2,0,2,261,4,9,3835.0,4
e13df91070dd5a643af2853396c27d76926f13ec,faces,119.69,61.45,3,2,2,424,9,17,5520.0,3
e9c13e1a46fda6d8fbb4587a7c9fce0c58df5766,coins,207.35,47.69,1,0,0,110,31,12,36342.5,39
d832787b2e200a27479c27d0d4c54dceea9062fc,faces,98.29,59.85,2,2,2,294,3,18,61238.5,3
ad7483c664c962c2b4c959f7f0728291cc3702aa,coins,102.58,34.87,0,0,0,118,5,0,0.0,1
eddab576b0c06aa914015b3fd1561a9e29930d03,faces,59.52,58.84,3,1,4,332,1,4,730.0,4
708a78210383f442daad713e0178ec856fef16ee,faces,85.54,49.76,3,3,3,413,2,3,1825.0,4
5a6b617cf920f1d5216beb02ead0612761469fde,coins,125.13,36.36,0,0,0,93,2,3,31542.0,2
8cc6e966c1f7905881bbfd4f5b4962f6e1c02e46,coins,177.67,43.14,0,0,0,73,7,2,22801.5,2
806d45e41b05e4b4af4607d19abd30d8e18be80e,coins,224.25,46.11,0,0,0,89,16,8,25492.0,8
047776b899805481051e70117db7f83d11529c1f,faces,114.81,67.65,0,0,1,319,1,7,1459.5,3
0ee4208b9cef85d05eb923d9f4eb7393b82275e1,coins,184.36,63.38,1,0,0,104,4,0,0.0,7
363afd1c91533344b384a4098d377700aaae63c5,faces,130.85,68.63,2,1,4,411,10,13,32922.5,5
2b69571854a36de80026774e584fc3f2000037a0,faces,144.39,68.72,2,2,2,362,5,12,5447.5,5
1ce8336b92e9a2f04b215cbd440dc35f1de94384,faces,155.84,59.45,1,0,1,430,3,5,5005.5,5
f3b8ac1fa5f139741717eb846d24774f03987de1,faces,160.82,71.88,2,2,3,339,5,15,25646.0,4
95d97c4b2b68bcca1af468585cd064bf074927d3,faces,134.78,65.04,0,0,1,383,1,15,28272.5,3
a8626ace3f37e78e0144ef29d29b4b8191378c73,faces,124.65,56.64,3,1,4,409,5,4,701.5,5
47a2fe218174916937932892e1af11a82f9e0793,coins,209.19,39.03,0,0,0,59,2,9,21061.0,1
7b51c9e7aab3e49c3b457247ad7b594667e89d8a,faces,178.21,81.07,0,0,0,328,23,0,0.0,3
8904c70e38ac2127e0d14a5b5bb0fdbe251462b5,coins,219.37,61.07,0,0,0,39,7,3,14835.5,2
ef75a9c6715bfcb502024aabe910b04c87a97b0a,faces,116.62,71.48,2,2,3,383,4,11,2588.0,6
e83504f41e4b96473095a852e2065e893822f5fa,coins,221.98,44.07,0,0,1,102,2,3,31063.0,4
eab0b68b70e057c37396e43389192577c795ef17,faces,179.09,78.89,2,0,1,331,6,10,9952.5,4
33af431d11f26b223b1bd65f44ee6625a4213673,faces,105.46,70.12,3,3,4,383,3,3,486.0,5
4991122578c8526405454dc5e877c51bac352c07,faces,172.56,61.78,2,1,0,189,1,34,26221.0,4
752b92ba23b1e719c60aa0b28bb3cdb4601a973b,faces,152.39,73.58,4,4,4,389,6,17,9561.0,5
cfbf127499e6bdf259b3d8bc8f59e3b82fa7ea8e,faces,128.19,83.95,0,0,0,388,1,13,6715.0,2
4b7f0b7df2f0bc706a3f67f88117e12d7b0be999,faces,104.66,50.16,1,0,1,363,9,25,10290.0,2
5dda26f80953892c051af50552470160c843f4c5,faces,163.67,48.34,3,1,3,403,8,44,70457.5,3
7e12929212f43501d5f38d503ed2b50b2d09b77f,faces,137.97,77.49,2,2,3,284,10,6,4591.0,11
12bfa3e31cfe3ac7fc9b8f92fe791ed6957c994d,faces,146.81,70.41,4,3,4,341,10,4,715.5,5
6740eddd81a28c1d41643d178ce7be66da1f3c73,faces,136.68,76.47,1,1,4,311,3,9,2890.0,4
641b9dd05b019370c0bbf399be4d27b3e0196b7f,faces,118.29,69.02,8,5,9,357,12,7,5229.5,9
663f64841b3b46966c469a4e088eeeb4bcfd8200,coins,200.17,50.97,0,0,0,102,9,12,36316.5,18
4994265722cc9f6e2dde2185f4c6af0b5aa93cc9,coins,167.06,49.95,0,0,0,116,3,2,41126.5,5
3cd5640ed9bc17eb49577dabe0bc7af6b5b17f34,faces,66.22,48.01,0,0,0,298,1,17,64475.0,2
6bcade41ca74981e730839fe73df7e36facfc172,faces,147.94,73.6,2,2,3,376,4,18,7845.0,2
014e3feb23e368e06cb85499a9415401cbccec3a,faces,158.91,67.75,0,0,0,414,5,22,39293.0,4
ba89b2a6b7b430fd8e3df5ff49790260f34aaeaa,faces,100.48,49.65,0,0,0,407,2,16,8630.0,5
9573b36d3370a2e4236a85d1c21734e57bd8ff64,faces,116.16,51.32,5,5,5,432,11,3,580.0,5
6ca61175ec598a103cb5b795ccfb643f3698b78a,faces,192.06,48.77,0,0,0,305,2,22,54195.0,2
33862c8347cdb55c4028b03014b876fea671d79d,coins,78.16,59.46,0,0,0,53,2,7,15450.5,1
63d69f59b2df4a97d4bdab9ad4b8d94a6ba7b88f,faces,142.38,68.38,2,2,4,400,2,23,26271.0,6
4f4560154308ddac0a5c212e50476477714954db,faces,74.07,63.32,8,6,7,346,2,3,4812.0,7
21a90bf901196530139ff54eb9ed04c4b3e7d54b,faces,167.24,73.98,2,2,2,292,2,10,3446.5,3
f000e8d974710a3afd6e60c92aeb3c84aa4ec155,faces,60.11,44.05,6,2,3,316,5,18,67946.0,4
f7f7d631901eb070559e1ad67a2ad18c2671b419,faces,192.48,40.88,1,1,2,314,14,16,9839.0,2
057b391aa6bce384b5a3404d1887c8402625bd4a,faces,73.58,65.69,1,0,2,370,1,8,2287.5,13
83200f3e6175e54b5daea60df78aab5f1d47c9ae,faces,140.48,56.88,2,0,2,345,5,5,1733.0,2
3a35aebdcb6b38d9cae3366ff8b2c86966840090,faces,130.91,75.55,3,1,2,377,9,4,819.5,12
4fc4e97adc9e5215d8afcd110f85eb82ca4b3b8c,faces,146.83,58.15,1,0,2,328,6,13,5256.5,2
c180283a7faec9b2b08b44f08dd7ecf82a18452b,faces,105.4,80.67,0,0,0,358,1,14,24652.5,6
499e9b6963d67926f1391131d0840d6b0fcaa360,faces,75.18,55.92,1,1,2,390,8,16,5457.0,3
7d95b2ddae2750e9b47b17da03cfbd218833f41c,faces,100.41,54.29,0,0,1,272,7,25,63650.5,3
00f5a508849e1a44f0fabcec57deb0397dfc3622,faces,118.62,62.66,2,2,3,423,7,10,3389.5,3
b6a2692e0e01a9e75c4cb37480e34bbb855cf6df,faces,183.57,59.36,1,1,1,329,7,15,11454.5,3
753d3b65e796b80dc575f8503b5879c529798ce9,coins,106.19,48.13,2,0,0,123,23,0,0.0,1
1eb51b9699defce9ec6a6008f096ace5197bd2bc,coins,210.79,51.65,2,1,1,68,11,1,46929.5,1
381f495882c56069a9da31df3886c49fa82d57a1,faces,164.63,61.94,2,2,3,384,3,27,25277.0,3
f4181f7c6d52c573664fc703e9938adb3ac52ccc,faces,174.32,50.54,0,0,0,364,12,32,19391.5,3
4a71ac2a8016db46c71318dc92927759640f6723,faces,189.95,68.69,0,1,0,271,12,5,1172.0,3
708c7c4d04e85f545a160f04e62c75d78a25871f,coins,124.92,41.44,0,0,0,121,1,0,0.0,1
7cda2d5695e3b6affa86ddc1f7828a331173ae65,faces,122.36,62.81,2,0,3,244,9,31,48798.0,4
87bb648d5a1eaa0df92c1528cc85f1a700c93d8a,faces,161.86,62.41,3,2,2,348,3,13,5790.5,2
e15341425d69312f05b6575afdff3c281983f1a4,faces,120.31,81.23,4,2,6,381,3,15,8255.0,6
c0f4c5e3d3fc2e66e3898913d72ed5c249239c08,coins,75.12,95.61,2,0,1,88,5,1,35857.0,5
c910cd55bd55ed8df9a993295a8ea8e35df70eff,faces,160.61,85.88,3,2,5,313,2,8,17095.0,5
5528a7f7a12b3d92b571cf2b7af7050876c6b35a,faces,151.9,56.82,5,3,5,369,2,7,2437.5,6
